	1207,37,152
1703340	1936,295,296,24,563,342,1464,406,1607,3410,404,776,66
1703341	404,76
1703342	2888,404
1703343	153,306,1042,67,404,573
1703344	795,404
1703345	28,1653,1786,79,404,3168,392
1703346	404,670
1703347	372,404
1703348	249,404
1703349	94,666,481,26,138,155,199,404,182,513
1703350	201,404
1703351	96,74,404
1703352	487,404,161
1703353	1080,384,494,381,404,313,1135
1703354	710,404
1703355	109,294,1872,205,846,17,2915,404,344,1117,793
1703356	600,404
1703357	249,404
1703358	404,205
1703359	392,849,404
1703360	149,404,486
1703361	145,404
1703362	56,404,3931
1703363	1080,494,1202,111,404,1052,1135
1703364	605,404
1703365	2770,404
1703366	795,2920,404
1703367	1498,404,1153,3223
1703368	2019,934,404
1703369	349,404,1005
1703370	729,404
1703371	307,404
1703372	4,404
1703373	324,2782,2983,3435,404,992,3186
1703374	538,351,67,404,32
1703375	2090,404
1703376	1018,404
1703377	681,404
1703378	167,366,404
1703379	404,501
1703380	728,404
1703381	488,404
1703382	778,404
1703383	67,404,86,513,1764
1703384	1059,474,404,987,106
1703385	1354,404,409
1703386	327,404
1703387	488,404
1703388	721,404,626
1703389	482,404
1703390	2854,1061,14,95,2761,1215,404
1703391	74,404
1703392	2394,404
1703393	145,404,122
1703394	223,404,3250
1703395	528,884,0,445,259,404,745,612
1703396	2688,2527,404
1703397	1209,1830,17,404,251
1703398	377,160,404
1703399	109,1017,280,2665,980,1208,430,404,144,69,501,327,424
1703400	721,95,474,404,106
1703401	823,404,381
1703402	930,404
1703403	404,3941
1703404	1821,142,404,1638,354,611
1703405	2166,404
1703406	130,404
1703407	172,242,320,22,404,33,106
1703408	4,404
1703409	416,404,208
1703410	350,275,811,1055,988,404
1703411	404,176
1703412	429,404
1703413	778,2293,866,670,404,1655,392,242
1703414	595,498,404
1703415	588,404
1703416	2976,721,778,404,1743,1638,222
1703417	1593,324,4217,111,404,75,627,381,947,2022,513
1703418	79,148,404,2370
1703419	145,372,67,404,69,1087,1117,416
1703420	6,488,22,404,76,600
1703421	494,600,935,418,404,714,543,647,323,933,381,930,3992,384,1768,2562,356,392,172,79,427,608,651,1361
1703422	145,404
1703423	803,778,134,306,771,144,404,198,106,691
1703424	404,3347
1703425	1200,404,0
1703426	268,404,2273
1703427	404,19,222
1703428	372,404,3106
1703429	404,66
1703430	404,25
1703431	778,404,610
1703432	2966,226,284,404,69,809,327,112,499
1703433	615,323,404,375
1703434	1455,11,3728,404,789
1703435	283,414,404
1703436	444,335,22,404,34,2477,755,1039,2210,40,9,345,741,682,1026,945,1237,1168,366,1659,48
1703437	404,797,359,1248
1703438	397,1986,404
1703439	356,1052,404
1703440	166,404
1703441	474,145,404,106
1703442	1232,404
1703443	404,106,959
1703444	404,325
1703445	404,1109,501
1703446	1606,404,8
1703447	149,404
1703448	930,2090,404
1703449	41,988,404,501,985
1703450	105,404,935,41
1703451	398,157,404
1703452	404,670,532,2583
1703453	1030,404
1703454	1459,404
1703455	745,162,546,404
1703456	481,2623,404,375
1703457	404,1888
1703458	67,778,404
1703459	365,404
1703460	1774,2509,404,2871
1703461	404,222,493
1703462	1881,2972,1403,1145,728,2281,892,404,3096,513,493
1703463	1161,2183,778,2861,284,238,111,1074,385,67,474,404,1399,69,1840,358,242
1703464	1606,418,404,86
1703465	344,404
1703466	1238,404,554
1703467	2004,588,404,1141
1703468	404,809
1703469	418,404
1703470	566,275,742,404,40
1703471	925,441,2348,279,355,2375,2915,404,38,876
1703472	766,3751,404,14
1703473	721,778,114,134,404,2420
1703474	671,1158,404,359
1703475	238,404
1703476	459,404
1703477	3419,1880,188,325,404,726,41,705,1072
1703478	1643,1645,1259,2513,404,1075,718,1955
1703479	667,404
1703480	88,404
1703481	400,404
1703482	1593,1077,1135,404
1703483	84,404
1703484	11,404
1703485	404,670,375
1703486	404,1582
1703487	1151,366,404
1703488	330,1191,404
1703489	226,474,404,200,2183,803,554,532,401,145,306,67,947,499,573,109,172,111,416,242
1703490	1046,404
1703491	237,2286,1442,114,134,366,1266,372,404,1229,69,105
1703492	404,1150
1703493	96,404,86,354
1703494	335,619,404
1703495	404,242,28
1703496	857,404
1703497	395,384,350,356,1881,2748,289,1837,130,404,209,381,1393,0
1703498	404,2078
1703499	120,404,401
1703500	106,404
1703501	183,404,1106
1703502	67,366,404
1703503	778,729,404
1703504	743,404
1703505	404,358
1703506	378,32,404,41
1703507	1837,404
1703508	498,1527,1049,133,84,404,76,450,726,510,32,929,27
1703509	1344,404
1703510	849,404
1703511	479,418,404
1703512	404,1150
1703513	1056,6,166,3088,404,1150
1703514	133,404
1703515	526,404,2717,1141,273,327,165
1703516	19,404,325
1703517	404,599
1703518	930,404
1703519	2534,529,2527,666,404,1286,258
1703520	591,404,191,1103
1703521	529,404,2782,111
1703522	1439,404
1703523	378,801,2164,474,67,404,359,1788,19,27
1703524	404,325
1703525	930,404
1703526	734,238,474,67,404,1141
1703527	86,404,76,296
1703528	1872,346,210,849,404
1703529	49,3,1055,46,404,131,337,88,72
1703530	314,941,1262,481,67,404,511,502,3710
1703531	1354,404
1703532	474,392,404
1703533	531,818,104,17,404,143,272
1703534	2834,564,404,58,747,105
1703535	404,198
1703536	197,566,409,1370,68,866,404,86,41,493
1703537	404,1801
1703538	474,404
1703539	1125,404
1703540	228,404,351
1703541	2700,1018,714,404,392,254
1703542	483,404,401
1703543	406,404
1703544	201,404
1703545	29,404,76
1703546	1774,404,1240
1703547	947,404,1991
1703548	79,842,418,404,381
1703549	106,404
1703550	778,401,404,4,416
1703551	267,404
1703552	1668,566,32,404
1703553	1552,404
1703554	404,93
1703555	404,1153,2363
1703556	538,429,218,3583,404,1788,628,167,377,819
1703557	1880,546,2582,404,1150
1703558	109,314,778,28,401,306,404,48,106
1703559	475,404
1703560	404,507
1703561	404,3307
1703562	930,404
1703563	109,566,242,134,404,86,501,381,1142,105
1703564	356,243,404
1703565	1110,404
1703566	404,493
1703567	666,4094,404
1703568	930,404
1703569	50,1880,404
1703570	109,314,529,666,771,795,404,809,242
1703571	1423,404
1703572	199,404,694
1703573	17,618,404,411
1703574	2353,474,67,270,404,1046,105
1703575	493,404,532,580
1703576	404,6
1703577	404,86
1703578	9,404,836
1703579	344,404
1703580	1173,404
1703581	381,803,105,404
1703582	384,161,291,461,1741,404,58,356,1303
1703583	645,404
1703584	426,356,404
1703585	170,1643,404,469,691
1703586	417,404
1703587	197,404
1703588	216,307,1970,846,4204,404,76
1703589	404,195
1703590	19,404
1703591	404,1120
1703592	3096,404,1605
1703593	657,404
1703594	31,520,404
1703595	404,1141
1703596	404,86
1703597	97,404
1703598	404,401
1703599	404,401
1703600	1409,404
1703601	884,404
1703602	404,28
1703603	934,404
1703604	793,404
1703605	404,1437
1703606	404,200
1703607	385,356,404
1703608	308,770,133,15,51,404,76,192,19
1703609	404,771
1703610	867,404
1703611	3820,404
1703612	167,404,949,1580
1703613	513,404,86
1703614	289,144,404
1703615	1947,1148,681,2317,11,404,767,1052
1703616	29,92,78,404,249
1703617	6,404,445
1703618	488,404
1703619	79,1624,404,0
1703620	937,404,198,2266
1703621	175,679,404
1703622	404,27
1703623	4059,445,681,404,356
1703624	404,445
1703625	52,404
1703626	930,404
1703627	597,375,79,602,404,501,381,1303,499
1703628	474,972,404
1703629	474,972,404
1703630	327,404
1703631	474,327,404
1703632	474,327,404
1703633	2332,1698,404,356,710
1703634	1843,404
1703635	488,267,19,404
1703636	324,426,968,404,105
1703637	2148,404
1703638	1408,404
1703639	96,1442,1352,404,209,583,1297,1605
1703640	3015,955,404,1601
1703641	1046,392,404
1703642	404,501,381,19,0
1703643	1990,404
1703644	404,6
1703645	3210,726,404
1703646	803,404,0
1703647	1102,1745,4031,2782,133,404,2537
1703648	2552,404
1703649	162,1726,404,694
1703650	323,1444,426,238,175,404,392,651,0
1703651	795,404,564
1703652	474,238,404,573
1703653	9,404
1703654	715,404
1703655	360,225,943,24,330,132,555,70,495,367,404,1106,1441,34,92,126,1183,196,18,898,4,1480,50,9,142,1590,742,3782,1109,8,386,655,394,460,285,183,75,343,190
1703656	676,2915,154,404,1409,1723
1703657	437,404
1703658	3002,238,555,1224,2657,461,404,201
1703659	1110,1494,404
1703660	19,404
1703661	363,1598,2393,871,67,1504,344,404
1703662	270,314,404,161
1703663	483,404,306
1703664	404,740
1703665	895,1444,388,786,404,190,386,1255
1703666	2403,404,359
1703667	336,404
1703668	404,198
1703669	2394,1759,846,404,686,1409,1201
1703670	127,618,205,404,718,513
1703671	109,401,399,483,144,404,650,1549,242
1703672	404,2440
1703673	778,940,320,145,2986,306,404,198,947,327,3413
1703674	1128,404
1703675	363,778,242,28,401,306,474,404,69,106
1703676	597,517,426,238,366,399,670,1602,385,418,404,1296,809,1901
1703677	1602,404,532,1492,222,3715
1703678	404,1087
1703679	3408,404,1219
1703680	317,404,198
1703681	226,401,145,67,404,327
1703682	363,1299,623,404
1703683	404,627,1985
1703684	404,2900
1703685	555,404,75
1703686	96,226,555,641,404,201,0
1703687	404,28
1703688	242,404
1703689	225,193,445,202,180,6,159,155,404,745,1494
1703690	404,281
1703691	97,404
1703692	79,404
1703693	1459,404
1703694	360,1398,426,872,1433,404
1703695	429,474,67,2299,2436,404,1654,106
1703696	947,404,1991
1703697	404,782
1703698	666,404
1703699	175,404
1703700	418,404
1703701	2730,404
1703702	420,404,866
1703703	617,404,1580
1703704	109,2394,2,335,743,291,707,404,36,649
1703705	324,92,694,1536,2227,300,522,199,404,745,4
1703706	49,396,404,76,1054
1703707	31,291,874,67,404,427
1703708	262,404
1703709	382,46,404
1703710	404,373
1703711	381,459,397,404
1703712	621,1128,314,840,79,267,404,155,76,41,19
1703713	344,404
1703714	7,488,404,41
1703715	1278,404,0,500
1703716	29,404
1703717	745,411,517,404
1703718	404,242,1767,198
1703719	404,222
1703720	621,308,379,483,404,76,60,536
1703721	611,404,198,1059
1703722	382,1981,404,1897
1703723	1192,1073,1641,63,404
1703724	109,52,669,404,105,1135
1703725	362,134,404,1901,1494,0
1703726	404,486
1703727	1101,148,404,259
1703728	1037,404
1703729	426,404
1703730	291,105,404,501
1703731	238,404
1703732	1641,771,196,404,209,1638,908,565,1410,2773,2453
1703733	1142,1542,1903,404
1703734	2947,1737,2027,2761,1046,404,76,900,325,793,588,27,2122
1703735	404,861
1703736	404,2669,2763
1703737	1235,404
1703738	474,404
1703739	685,404,36
1703740	474,597,404
1703741	404,445
1703742	291,384,404
1703743	364,778,1215,474,404,532,106
1703744	1102,97,219,396,68,471,1489,152,404,344,450,128,19,1624,167,485,1908
1703745	508,3694,380,914,1266,772,404
1703746	3382,372,404
1703747	2140,291,714,404,105
1703748	404,3761
1703749	1117,404,792
1703750	957,132,1464,404,2081
1703751	67,404
1703752	350,409,1442,404,2753
1703753	597,2557,130,459,404,808,932,242,1178,3222,697,517,409,2049,260,775,1200,105,0
1703754	568,404,76,1497,19
1703755	803,927,404,3994
1703756	268,404
1703757	1460,401,145,786,67,404,1054,691
1703758	157,404
1703759	953,404
1703760	972,172,404
1703761	3152,270,1191,404,113
1703762	404,6
1703763	404,670
1703764	323,161,2259,1178,404
1703765	1850,197,3831,79,404,3264
1703766	474,404,1059
1703767	3199,314,721,1295,366,145,67,344,404,327,165
1703768	1880,196,404
1703769	404,306
1703770	194,404
1703771	404,1150
1703772	632,404
1703773	1909,204,266,497,891,155,404,876,93
1703774	109,443,401,743,366,145,474,404,358,167
1703775	242,404
1703776	1003,106,3323,1854,144,404,2179
1703777	778,404
1703778	314,529,838,385,67,404,947,106,841
1703779	404,532
1703780	166,404
1703781	597,404
1703782	301,861,153,1535,1944,4256,1274,404
1703783	404,1150
1703784	618,679,539,404,88,485
1703785	641,3728,404,209,814,1109
1703786	404,855,1071,935
1703787	647,404
1703788	1080,384,350,238,345,175,600,935,385,418,404,714,381,1492
1703789	109,314,529,666,404
1703790	1030,404
1703791	930,404
1703792	610,79,795,149,404,358
1703793	1186,485,404
1703794	3295,404
1703795	1742,1426,474,404,2142
1703796	955,39,474,126,912,404,98,702,588,405
1703797	363,404
1703798	401,335,404,69,588,106
1703799	145,2478,2100,3172,404,992
1703800	1256,404,452
1703801	1981,610,238,404,86,783,157
1703802	109,404,532,69,106
1703803	803,226,404,69
1703804	998,404,745,651,493
1703805	1932,404,294
1703806	985,404
1703807	2784,404
1703808	404,2078
1703809	350,375,14,429,3097,2915,404,1778,76,536,997
1703810	238,3805,404
1703811	778,404,69
1703812	404,359,956
1703813	1710,485,404
1703814	1135,404,1150
1703815	426,929,404
1703816	384,175,600,461,2055,404,501,651
1703817	930,404
1703818	74,404
1703819	835,1048,1919,2102,404,41,600,2583,1908
1703820	404,674
1703821	404,6,41
1703822	105,97,404
1703823	778,404,306
1703824	356,404,1150
1703825	1202,404
1703826	375,840,1157,2355,617,404,1901,41,2110
1703827	360,1080,1202,404
1703828	1870,404
1703829	313,404
1703830	920,144,404,58
1703831	3351,180,404,1106,2645,584,1135
1703832	1405,404
1703833	396,404,76,1951,42,375,122,4390,544,893,67,86,513,505,3223,238,365,79,167,19
1703834	404,734
1703835	1151,1233,404,351
1703836	404,88,254,1182,3505
1703837	846,795,404,1218
1703838	289,818,404
1703839	803,2058,447,404,198,69,106
1703840	2377,566,2213,404,1991,1229
1703841	1463,404
1703842	778,404
1703843	429,95,474,404,38
1703844	965,404
1703845	858,580,166,404,702,611
1703846	363,352,640,670,404,58,242
1703847	29,524,546,6,404,36,1150,356,973,274,472
1703848	668,2304,404
1703849	205,474,3099,404,76,2281,2779,352,575,1199,1136,1021,409,546,918,1690,86,260,3760,1793,499,481,3358,79,1200,167,493
1703850	721,743,145,474,1077,404,947
1703851	327,1210,404
1703852	105,404
1703853	404,670,1590
1703854	404,256,3245
1703855	378,3445,68,404,76,1497,1660
1703856	3191,441,279,87,46,404,5,93
1703857	517,426,555,130,79,138,404,381
1703858	671,157,404,41
1703859	238,404
1703860	344,404
1703861	2427,546,3821,404,72,51
1703862	3096,404
1703863	1747,1301,483,404,113,148
1703864	1086,404
1703865	372,404
1703866	622,404,175,409
1703867	818,404
1703868	384,404
1703869	795,404,554
1703870	299,622,404
1703871	238,352,481,404,76,86,222,176
1703872	448,404,992,1076,254
1703873	170,149,404,1165,799,327,704,106
1703874	3096,2790,404
1703875	808,766,1459,70,241,404,76,88
1703876	109,106,404,306
1703877	90,404
1703878	621,375,471,404,75
1703879	404,2177
1703880	1355,2037,494,476,1385,571,2055,1204,853,2299,404,971,1627,11,381,600,1605,2346
1703881	3427,324,242,134,2669,911,404,929,105,486,493
1703882	238,452,67,2909,404,938,27
1703883	67,404
1703884	4176,404
1703885	3826,88,626,390,732,1088,246,2520,440,404,450,793,421
1703886	404,1870,222,493
1703887	792,1442,67,404,200
1703888	515,614,1925,144,404,69,1637,112
1703889	1917,6,1810,79,404,41,2274,19
1703890	90,17,404
1703891	930,404
1703892	803,778,401,404,1141,3748
1703893	404,1150
1703894	1259,249,404,3390
1703895	22,404
1703896	404,1153,1881
1703897	67,404,792,69
1703898	1803,1870,404
1703899	404,122
1703900	451,404
1703901	411,404
1703902	528,404
1703903	404,1409,160,167
1703904	275,404
1703905	372,404,564,1506
1703906	1000,814,404,532
1703907	7,404
1703908	29,404,259
1703909	1747,1074,474,404,486
1703910	2492,782,1018,404,2401,1711,1908
1703911	3446,404,875
1703912	109,314,242,610,238,2035,404,2717,358,69,105
1703913	201,404
1703914	404,111
1703915	162,404,445
1703916	233,97,805,840,68,84,404,2677,1199,2156,2194,260,627
1703917	1371,404
1703918	404,41
1703919	109,144,106,404
1703920	3968,404
1703921	2829,404
1703922	401,866,564,474,404
1703923	127,17,404
1703924	172,2394,734,1484,166,404,105
1703925	418,404,58,2664
1703926	930,2128,404
1703927	449,9,239,150,3306,283,483,186,329,404,36,230,420,756,112
1703928	485,404,68,688
1703929	485,404
1703930	833,588,404,2215
1703931	481,382,679,404
1703932	1682,4003,485,1504,1942,404,32,19
1703933	1200,404
1703934	451,404,222
1703935	314,306,1000,67,474,404,532
1703936	392,404
1703937	67,404,2084,1182,982
1703938	404,2631
1703939	459,517,404,1444
1703940	407,418,404
1703941	291,404
1703942	474,109,404,532
1703943	49,1404,375,426,175,3386,593,17,2507,67,404,617,86,41,46,32,19,627
1703944	439,129,404,1106,1845
1703945	238,404
1703946	404,2500
1703947	721,404,33
1703948	2186,404
1703949	109,242,145,858,474,404,106
1703950	210,392,404,858
1703951	404,1201
1703952	2150,175,404
1703953	1218,155,404,1224,608
1703954	1258,404,145,474
1703955	2317,168,404,313,600
1703956	404,1743
1703957	877,193,289,345,404,34
1703958	474,364,314,404
1703959	24,335,329,404,420
1703960	404,105,751
1703961	1532,314,1295,626,1483,448,397,558,3363,461,1208,404,988,381,747,3488,691
1703962	404,219
1703963	585,610,3708,1086,1453,404,201,4303,381,1371,3137,1135,222
1703964	404,41
1703965	474,314,404
1703966	179,702,404
1703967	67,404,2021
1703968	528,226,445,404,59,75,0
1703969	1833,404,1830
1703970	225,2317,1455,191,404,33,657,2347,0
1703971	2802,404
1703972	41,724,501,210,67,79,7,19,404,1186,257,148,2363
1703973	404,1490
1703974	308,404,60
1703975	404,76
1703976	2169,314,404
1703977	138,404
1703978	90,404,1141
1703979	4498,787,3971,1484,154,539,404,387
1703980	1494,404
1703981	382,404
1703982	409,2201,291,399,404
1703983	327,144,404,721
1703984	404,473
1703985	3429,107,404,2889
1703986	227,1880,695,1484,404,1106
1703987	777,404
1703988	416,404
1703989	404,1150
1703990	404,1580
1703991	404,93
1703992	289,413,404
1703993	778,1981,610,615,418,404,149,222,392,105,583,1764
1703994	1561,1981,3062,679,481,2148,404,76,86,382,1897
1703995	930,404
1703996	170,483,803,404
1703997	850,1442,708,771,2575,849,404,200
1703998	2171,404
1703999	528,404
1704000	3215,404
1704001	404,242,161
1704002	3233,966,149,404,27
1704003	63,404
1704004	1062,1802,1781,903,1958,670,991,1974,404,75,105,583,2498
1704005	79,404,808
1704006	528,1507,6,23,404,1106,4
1704007	2863,279,404,450
1704008	778,219,2478,404,69
1704009	3313,269,452,404,502
1704010	1737,404,3159
1704011	2492,404
1704012	67,327,404
1704013	329,404
1704014	904,409,4,352,270,138,404,392,32
1704015	145,404,106
1704016	307,404
1704017	1857,404,2419
1704018	404,1522
1704019	401,335,404,69,1141
1704020	1016,404
1704021	930,219,640,3287,404,381,2480,105,0
1704022	79,404,841,41
1704023	96,1536,404
1704024	259,670,474,67,344,404,1142
1704025	1929,404
1704026	289,404
1704027	243,225,276,907,404,2342
1704028	866,474,3638,404,69,222
1704029	1191,404,1106
1704030	868,404,162
1704031	314,531,1710,2715,27,155,404,501,32,2635
1704032	1723,404,216,825
1704033	3574,404
1704034	1453,404
1704035	32,404
1704036	3161,1986,404,2273
1704037	937,4216,461,404,2436
1704038	330,404,6
1704039	1442,404,1549,105,3755
1704040	404,1749
1704041	134,145,306,210,67,404,1141,392,573
1704042	50,7,67,199,404,1690,493
1704043	1334,17,186,404,249,1660
1704044	109,483,144,404,809,222,691
1704045	134,404
1704046	162,404
1704047	1469,275,404
1704048	404,2100,2758
1704049	1579,404,4358
1704050	1175,404,300
1704051	434,404,0
1704052	1062,1366,404,36,0
1704053	566,968,935,911,404,1213,86,416
1704054	618,513,404
1704055	547,144,109,404
1704056	529,1148,404
1704057	249,404
1704058	932,531,1350,366,404,855,1783
1704059	205,761,39,404,42,405
1704060	1110,193,404
1704061	718,179,373,1919,3003,107,267,404,254,67,1229,584,379,32,19,27,2765
