	47,413,792,495
743370	73,2679,1271
743371	721,314,242,401,1059,456,474,73,604,198,263,105,3291
743372	314,805,1081,1244,79,199,182,73
743373	416,73,691
743374	73,260
743375	4,73
743376	73,332,41
743377	262,275,409,575,73,41,32,398
743378	2615,45,801,1021,216,204,207,429,368,266,3495,15,257,1874,73,913
743379	474,73,321,349
743380	109,73
743381	314,3159,332,3396,73
743382	1825,3514,2664,67,325,73
743383	162,54,397,73,148,250
743384	114,134,145,6,1042,7,483,1260,200,73
743385	483,73
743386	314,1107,185,751,626,1919,1357,1163,65,2791,73,753,372,602,804,394,1274,10,79
743387	17,73
743388	155,73,113
743389	957,438,443,429,57,579,116,73,377
743390	2299,3244,73
743391	197,3479,820,57,1042,1336,287,140,429,104,866,764,483,2304,534,1838,73,702,1059,114,1747,4615,771,1840,37,1253,134,1718,113,167,112,567
743392	2794,205,3213,1244,240,267,783,1281,32,157,1346,233,1979,411,65,73,250,409,720,1000,86,1230,1269,1135,485,498,471,658,1186,183,102,41
743393	269,56,375,204,87,464,373,461,217,965,72,32,73,963
743394	844,275,485,38,73
743395	621,2150,162,1248,175,68,1994,79,1863,356,73,1764
743396	1396,262,396,787,835,240,1215,2486,404,1788,938,32,157,627,808,378,2972,352,743,171,575,1305,900,325,73,1889,748,1653,1225,679,871,1759,564,15,372,17,67,501,485,45,498,2947,238,518,724,351,481,79,102,41,167,19,1271,493
743397	7,134,73
743398	324,114,291,79,73,650,381,1142,105
743399	269,1461,714,1701,219,352,65,1647,1794,73,1009,2357,1690,260,207,840,658,1528,929
743400	73,607
743401	1835,382,1590,1943,368,133,372,1383,2894,2138,76,450,86,347,73
743402	73,294,982
743403	417,73
743404	380,608,73
743405	73,3767,1660,792
743406	429,73
743407	41,79,1307,876,73,493
743408	314,73,315
743409	262,240,155,267,76,909,32,233,219,411,171,310,68,4136,344,325,349,73,250,409,86,257,1269,1654,102,41,725
743410	197,610,2610,1018,395,3724,332,11,1141,73,409,1606,67,1109,947,1135,1802,426,553,366,201,427,0
743411	1118,1128,2329,280,205,188,68,564,79,113,73
743412	262,626,787,1648,1518,688,2486,1701,1627,783,2281,233,2266,352,1157,175,65,2761,1305,558,344,116,73,1748,621,941,1339,2049,670,1000,1504,699,929,363,45,109,1248,238,481,3397,210,911,102,113,167,112,19,493
743413	262,1598,564,404,962,1240,41,32,73,222,250
743414	2008,73
743415	73,157
743416	189,73
743417	73,69
743418	202,73
743419	368,858,79,488,966,73,2128,116,148
743420	1317,396,1124,155,1627,272,783,2509,1234,634,157,627,219,1049,375,179,171,68,866,575,2308,2818,2430,73,188,212,4087,1000,944,392,485,1489,2122,45,978,592,103,1328,1784,79,1186,359,316,167,1371,19
743421	588,73,1771
743422	29,2334,418,73,671
743423	109,73,3379
743424	1113,73
743425	339,73,3008
743426	85,97,446,2332,73
743427	114,145,270,2717,73,222
743428	79,73,3155
743429	270,327,105,73
743430	498,219,73,673,257,32,19
743431	1825,97,2421,452,73,422,1286,398,1136
743432	1857,67,73
743433	29,120,780,79,75,282,73
743434	600,73,951
743435	350,73
743436	448,778,73
743437	73,53,192,169
743438	833,324,2492,134,175,332,483,1240,58,1141,73,573,951
743439	479,73
743440	73,3488
743441	262,314,498,233,188,223,68,464,558,658,73,167,260,2124,392,32,349,250
743442	205,2355,497,240,938,88,254,215,411,310,46,876,73,218,439,1000,17,45,593,154,726,102,1153
743443	1308,7,1093,1917,483,11,1883,59,370,116,73,1748,145,528,109,2196,427,2206,148
743444	381,73
743445	3427,73
743446	79,73,54
743447	197,226,1116,935,2001,1246,1281,157,813,708,1450,310,774,1076,325,2690,73,1086,1241,86,1046,472,1710,1791,210,58
743448	263,73
743449	73,65
743450	519,216,223,497,15,17,73,51,222,272,599,19,377
743451	976,484,200,401,219,2500,202,291,1177,6,73,144,69,2461,356,42,106
743452	73,424
743453	73,95,728
743454	73,347
743455	4,73
743456	54,270,73,113
743457	2281,2658,73,493
743458	102,1857,73,575
743459	4,73
743460	22,73,473
743461	73,470
743462	155,73
743463	390,513,426,310,679,1055,32,73,250
743464	228,17,692,73
743465	78,73,717
743466	1353,73
743467	243,1642,137,247,73,274
743468	68,73,102,86,76,254
743469	88,73,223,231
743470	389,73
743471	1202,73
743472	269,1221,242,409,175,474,819,1788,102,1123,73,27,1201
743473	127,215,663,35,1926,14,73,221,1072
743474	3053,73
743475	1118,233,1021,375,2884,73,404,76,627,32,19,222,250
743476	262,1322,624,404,530,350,2140,1151,179,1737,339,483,900,73,152,1054,581,658,113,341,27
743477	14,103,154,38,261,73
743478	269,97,531,375,1812,179,365,502,73,27
743479	1118,3113,324,1021,426,399,6,3008,130,102,783,73
743480	498,157,73,966,208,962,51,2813,387,19,250
743481	314,734,1747,1124,356,73
743482	291,73
743483	112,73
743484	1351,73
743485	597,2763,372,270,381,73
743486	219,157,260,41,73
743487	320,368,372,73,58,113,3138,148,222
743488	1403,368,73
743489	770,218,1344,536,73
743490	778,73
743491	4410,73,1066,3757
743492	503,742,2,286,419,158,437,270,73,16,214,251,89
743493	1872,3095,404,323,4305,2404,2085,779,4445,73,4024,306,67,3509,3447,238,1784,763,704
743494	73,1076
743495	705,73
743496	825,73
743497	73,607,361
743498	955,73,205
743499	378,97,219,1049,204,179,171,952,84,73,152,462,325,19
743500	566,1673,2664,168,2225,2140,2404,362,1433,664,933,381,1354,2930,106,73,1600,114,180,473,1046,528,448,3447,134,481,26,105,651,252
743501	833,73,650
743502	1136,97,2049,1157,1204,73,1124,1199,2156,2502,600,19,1729
743503	225,31,1747,558,166,73,1152
743504	262,396,155,76,938,88,32,375,171,310,68,65,46,73,409,204,86,257,513,485,3223,45,978
743505	162,1803,688,404,76,475,1281,3085,2749,352,339,68,1930,3084,599,2270,116,73,3107,618,275,67,1230,1054,793,985,41,19
743506	372,73,359
743507	73,169
743508	73,505
743509	215,538,592,14,307,246,154,979,53,73
743510	150,278,935,406,130,7,129,230,113,16,8,73
743511	262,1671,1615,155,76,475,88,378,179,171,339,68,673,73,250,275,2703,17,257,485,1364,102
743512	73,3424
743513	2317,68,65,73,222
743514	1046,2648,73
743515	257,1068,872,1230,86,325,73
743516	537,375,732,171,1305,461,79,86,73
743517	226,794,4,73,424
743518	3061,314,396,630,853,608,267,1024,696,3431,2183,665,2262,558,954,73,578,368,145,771,892,3134,501,392,327,1471,324,1371,27
743519	813,572,2086,1737,90,80,2401,73,177
743520	384,1532,350,356,1483,291,1180,1066,209,201,1473,73
743521	73,862
743522	73,1982
743523	262,240,688,548,155,76,698,1105,267,783,32,157,1078,233,171,68,774,575,133,84,962,349,398,250,73,275,1975,679,86,257,1230,1280,1522,351,102,41,1528,929
743524	109,134,461,474,7,73,113,381,105
743525	666,73
743526	291,1086,73,222
743527	262,810,461,1740,267,404,38,1627,1490,909,76,1239,378,411,743,774,84,344,398,73,51,390,679,67,86,392,1793,499,1597,2458,640,593,481,911,1624
743528	1275,73,3307
743529	202,314,73
743530	79,73,41
743531	233,3386,67,73,344,1240,19,493
743532	313,263,344,381,73,618,114,670,69,501,1985,1054,134,10,210,795,79,113,112,105
743533	888,777,3473,103,57,200,552,73
743534	323,1387,778,73
743535	360,73
743536	73,155,76,102,86,1054,485
743537	73,3971
743538	341,563,73,406
743539	127,269,365,217,73,152,257,302,19,1271
743540	1262,275,375,734,743,1531,593,658,372,80,73,86,347,19,222
743541	109,172,79,1303,73
743542	688,46,272,587,73,93
743543	3675,521,102,73,1729
743544	109,73
743545	314,112,73,69
743546	219,2041,544,7,356,73
743547	1465,787,3516,4111,376,984,1305,166,1921,73,2318,227,239,1641,4259,579,552,649,1155,338,79,80,3275,112,1249
743548	555,73
743549	73,332
743550	45,73,344
743551	73,3159
743552	870,1288,270,22,265,36,249,61,2632,4,73,142,80,867,58,113,16,148,0
743553	73,2165
743554	210,3329,73
743555	823,1103,494,2032,130,565,1652,424,1064,1191,767,73,3313,227,14,114,1610,753,1417,284,2161,10
743556	73,678,19,1969
743557	483,73
743558	795,73
743559	73,2794
743560	91,30,73,117
743561	1115,7,372,1087,58,1985,73,222
743562	73,670
743563	73,200
743564	112,73
743565	73,28
743566	1107,3120,2846,352,368,79,488,1453,73,347,3573,1494
743567	162,73
743568	2688,372,73,2198
743569	2041,3051,2741,462,102,341,1054,73,169,4206
743570	144,73
743571	314,778,734,346,779,564,105,488,67,604,73,69,1870
743572	488,73
743573	35,2860,464,19,73,27
743574	314,1107,1531,157,3502,1488,2080,352,488,1620,347,73,1339,1849,1204,485,583,1152,1295,4270,79,913,1528,1764,493
743575	910,73
743576	1378,12,73,114
743577	148,73,3537
743578	426,73,814,997
743579	1965,2555,73,610
743580	663,73
743581	73,1105
743582	73,76
743583	1378,193,284,558,564,79,430,1985,1117,1893,73
743584	429,218,175,65,774,15,17,46,76,1117,37,73,222,627
743585	618,803,2215,572,443,238,166,668,849,3949,73,424
743586	1353,666,809,392,73,2370
743587	73,27
743588	73,3097
743589	73,519
743590	3014,3329,242,401,805,1116,2223,1565,779,111,73,2717,532,1528,1117,392,263,105
743591	73,33
743592	41,73,205
743593	1164,262,4591,1274,73
743594	314,773,375,175,65,67,73,678,344,356,19,1271,627
743595	1078,49,941,207,179,73,46,272,2753,379,32,19
743596	73,69
743597	572,315,1812,475,157,963,352,95,397,65,344,965,73,275,14,1059,15,3184,45,238,1360,1158,102,167,282,19,27
743598	1117,624,73,424
743599	3785,73
743600	127,411,65,81,740,450,1587,584,73,218,918,15,3184,718,45,2356,301,805,359,53,221,1402
743601	262,41,626,811,731,787,205,461,240,548,678,38,698,76,155,267,32,157,1530,378,1221,2106,233,219,94,411,175,68,575,65,1305,310,2512,1743,900,4,398,73,250,1262,275,1005,14,188,409,871,564,86,1550,257,513,485,671,499,985,1857,45,4116,913,1654,904,1280,805,840,498,640,351,593,79,617,911,102,236,19,27
743602	1151,73
743603	73,594
743604	1207,73,819
743605	1010,73
743606	426,936,935,479,795,430,1303,73,543
743607	218,1129,46,38,502,263,73
743608	73,627
743609	1782,73
743610	1648,73,935
743611	29,197,162,9,114,368,79,488,10,1942,113,69,1213,347,73
743612	50,1239,474,325,73
743613	4559,1142,73
743614	73,145,611
743615	2521,302,73,20
743616	215,45,14,204,218,266,65,1428,15,17,67,46,146,102,131,88,73
743617	1117,73
743618	597,1378,109,474,372,381,73
743619	73,116,145
743620	56,207,352,310,133,81,891,373,84,73,254,27
743621	1378,564,372,809,1112,73,222,1959
743622	498,491,411,84,73,51,359,962,257,2084,398
743623	638,1352,418,41,73
743624	314,73,3560
743625	568,339,15,475,387,73
743626	844,256,212,165,73
743627	840,179,471,325,257,2908,2360,73,499
743628	1128,1461,76,926,263,424,1378,774,809,73,275,1005,372,86,1985,1506,426,3000,19
743629	498,854,68,65,73,913,398,27,250
743630	197,314,360,610,404,200,1224,543,116,67,372,86,1109,327,499,222,738,45,815,426,79,58,1462,427,0,226,443,531,161,808,323,171,575,344,900,381,420,73,1262,409,871,997,238,553,351,980,726,199,745,704,242,19,691,205,1540,571,240,168,461,853,615,418,76,1503,298,375,332,2307,385,11,347,250,514,275,734,638,368,670,1974,855,356,1492,111,102,201,725,262,529,566,778,811,32,157,813,289,476,352,175,74,339,397,664,1296,325,469,1329,6,564,668,699,392,172,1370,1770,149,41,2202,493
743631	179,73,1022
743632	310,37,73,216
743633	14,497,351,1784,1170,876,73
743634	557,160,967,719,150,828,425,158,22,73,53,706,252,16,173,148,140,89
743635	45,85,538,1543,210,599,73
743636	73,222,421
743637	324,2763,461,473,381,73
743638	846,411,73,531
743639	73,1086
743640	268,1860,73,1199,200,2134,167,702
743641	233,219,97,2393,133,548,698,673,228,502,73,250
743642	1180,858,461,853,909,193,350,291,352,175,488,381,1473,73,1303,621,618,514,384,936,6,487,674,86,356,392,1135,2101,2765,773,426,79,847,651,148
743643	215,56,218,521,339,891,15,107,422,949,502,73
743644	3290,1853,2561,73
743645	116,73
743646	49,85,818,223,266,728,38,272,76,32,254,378,832,133,310,241,46,450,73,2581,977,890,707,17,15,152,207,373,246,359,177
743647	1590,1618,112,73,583
743648	73,3773,325
743649	88,73
743650	314,52,368,73,105,0
743651	3704,2161,558,73,3178,102,76,2273,2403,763,1280,3042
743652	1351,275,205,42,73
743653	411,325,32,73,250
743654	73,1370,1985
743655	114,2459,935,1864,1274,670,1565,73
743656	67,932,287,73
743657	610,473,849,404,113,200,73,1697
743658	314,626,3830,586,344,2903,3437,73,3454,1206,2228,3137,222,525,426,1651,2606,1208,79,113,228,1528
743659	22,73
743660	17,73
743661	45,545,315,426,471,485,481,67,73,46,1832,76,2912,32,19,250
743662	832,73,292
743663	1221,275,375,1872,310,2497,944,783,257,475,32,73,250
743664	1128,1579,531,240,76,378,1001,375,732,171,65,575,558,344,1743,73,621,1290,1747,2317,679,892,1266,67,417,2420,86,2031,1135,499,1248,238,1616,593,481,79,102,763,41,2908,2202,19,493
743665	73,257
743666	813,666,76,1046,73,0
743667	1170,73
743668	1549,73
743669	2085,564,1464,79,3410,763,2173,73,1923
743670	205,223,2355,548,32,254,3187,175,397,133,81,2512,84,962,584,73,250,14,204,188,87,107,86,793,37,45,90,1065,2508,952,1319,102,2579,510,600,19,781
743671	298,2415,148,73,1337,381,105,222
743672	228,73
743673	1215,339,73,2982
743674	568,1054,539,73
743675	109,73
743676	808,262,396,352,743,171,79,67,73,3211,102,86,32,349
743677	73,424
743678	197,114,630,73,113,131,112,2099
743679	238,1131,4195,1538,73
743680	3123,2339,2790,240,1243,73,2855,325,824,4141
743681	2082,49,1590,2452,1145,893,763,73
743682	1003,11,2403,450,167,73,222
743683	73,144,222,113
743684	909,73,157,725
743685	6,168,7,10,113,58,232,4,73
743686	262,835,1048,2226,627,476,558,166,711,59,900,73,1379,114,145,6,388,306,1385,671,363,773,2201,134
743687	73,1655
743688	73,670
743689	73,61
743690	1682,73,669,32
743691	109,73
743692	207,109,73
743693	162,145,73,76,19
743694	378,204,965,73,2239
743695	384,681,368,175,111,935,10,73,105
743696	73,76
743697	1309,109,803,778,3216,529,3967,927,332,73,69,1847,242,691
743698	307,1459,95,154,965,1454,502,73,176
743699	270,144,73
743700	73,216,774
743701	1846,336,1013,73
743702	3401,597,1326,372,1840,73
743703	813,73
743704	193,368,26,73,102,76,302,112,148
743705	538,811,1872,396,205,240,155,267,272,783,909,475,32,157,350,233,219,411,352,95,310,774,68,575,65,171,1743,325,131,349,398,250,73,275,14,409,882,15,17,1832,86,257,1230,513,485,499,1280,3750,498,801,351,481,102,41,167
743706	1128,262,205,787,1244,461,688,240,1243,2486,155,267,698,783,909,938,32,157,1239,1078,732,812,2332,310,397,774,575,65,411,171,325,349,73,250,621,275,1670,409,1498,679,564,918,1204,2884,988,260,257,86,1269,485,513,499,913,498,716,1770,840,1522,640,452,471,952,593,2344,658,102,41,1613,19,27
743707	132,73
743708	127,56,85,818,266,38,2814,2753,254,93,1078,1795,122,1979,1458,1635,65,2085,2648,143,1587,73,2615,618,1670,720,890,67,620,2042,1829,1660,3214,1411,2037,238,2529,1572,1274,373,2108,236,535
743709	3469,731,1926,2450,240,155,1240,926,1951,813,233,122,179,397,84,3098,1794,73,1682,3145,679,1066,67,260,985,3223,498,238,19,41,242,1729
743710	73,774
743711	1118,219,84,73,32,398
743712	536,73,499
743713	602,1241,75,327,73,1415
743714	73,2085
743715	79,4,3000,73
743716	363,73
743717	67,352,73
743718	73,357,123
743719	618,205,39,116,73
743720	109,1800,842,972,392,73
743721	823,524,2861,777,130,270,1727,1087,2251,2720,2509,2252,813,2140,3058,456,2045,476,100,859,2717,635,2396,1303,73,1338,114,666,1747,636,564,2058,430,1142,499,109,448,134,108,111,210,849,105,0
743722	378,262,162,518,68,310,593,15,2824,73,102,86,19
743723	372,73
743724	73,103
743725	429,218,1145,1609,73,841
743726	372,73
743727	73,1086
743728	2033,194,2479,254,848,73
743729	3246,811,1371,3208,2372,2035,1581,7,67,344,2084,783,608,1114,73
743730	1117,372,73
743731	307,518,452,17,344,1117,73,27
743732	148,291,73
743733	314,4003,306,1919,73
743734	45,73
743735	314,3053,610,2522,743,2573,372,325,73,1711,1141,261,1046,32,118,222,691
743736	73,1573
743737	242,306,73,327,105
743738	766,90,179,1145,103,342,892,2148,776,2438,876,228,2561,1609,73,177,1713
743739	624,440,1570,73,505
743740	73,3424
743741	1112,73
743742	262,2965,404,1105,938,475,3744,1923,803,1061,397,344,73,1233,618,67,1117,1497,805,426,1274,617,242
743743	269,3371,626,279,266,267,38,32,157,233,97,429,179,854,171,133,73,51,1975,1066,17,260,257,2356,568,238,1088,351,19,102,192,41,242
743744	219,2279,95,2674,558,579,1000,2996,965,113,2274,502,73,222
743745	73,439,4600
743746	73,32,19,133
743747	54,677,263,73
743748	73,1150
743749	12,54,780,7,22,73,282,26,258,59,58,113,2048,148
743750	73,627
743751	538,2164,1075,37,73
743752	378,1118,90,65,2539,79,344,102,76,86,2229,369,37,73,513
743753	566,467,2212,76,254,2261,375,122,397,1930,349,73,3221,2599,918,15,17,67,260,1492,498,2037,1248,2419,481,41,19
743754	73,404
743755	2324,561,2500,38,167,112,73
743756	160,622,917,38,350,219,429,171,68,764,84,46,876,73,2168,409,204,218,891,15,86,1253,284,658,510,167,377,841
743757	73,298
743758	1708,787,1648,1484,2502,3605,2720,1224,1737,2522,95,411,1211,1286,532,1354,73,1005,1662,771,392,2738,499,1857,238,726,2975,19,1153
743759	2154,85,890,1565,217,432,73,36,507,254,251
743760	223,95,73,2379
743761	2166,734,3779,658,73
743762	242,114,1352,134,145,779,722,487,501,1117,73
743763	262,384,1208,73,1259,157
743764	621,456,210,389,149,73,650,809,1303,1280
743765	73,519,838
743766	515,955,729,662,73,169
743767	127,85,1811,521,728,663,97,122,81,186,131,73,865,1217,37,1072,136,422,680,587
743768	1118,352,450,1105,1242,73,691
743769	116,73
743770	4467,324,531,219,238,1303,558,481,674,347,116,73,499
743771	114,134,474,381,3769,73
743772	88,73
743773	270,73,161
743774	109,73
743775	858,67,1549,69,381,73
743776	80,73
743777	108,73,494,232
743778	73,610
743779	2083,142,870,202,73
743780	2659,1270,2001,3972,1520,113,73
743781	210,795,73,28
743782	4316,73
743783	210,73,702,841
743784	711,73,161,1214
743785	262,1795,73,250
743786	1001,296,892,688,165,73,951
743787	858,346,650,1246,157,932,350,1378,242,375,1351,1151,291,1195,54,476,1303,73,618,990,1574,372,67,602,69,473,501,1236,324,426,553,366,210,79,849,105
743788	56,233,563,1975,1423,518,90,246,587,146,699,32,949,88,37,73
743789	323,314,384,134,68,670,73,86,381,105,493
743790	1803,1598,1812,205,1813,1075,254,819,1151,743,65,779,344,740,1587,73,1723,1233,941,977,145,67,45,2291,109,1630,2500,1375,238,617
743791	314,2225,2274,2453,1239,1745,3048,1817,1994,866,2598,2218,1493,903,488,73,1747,1204,1385,392,1908,386,671,1200
743792	531,2410,564,260,783,73
743793	314,12,813,1017,114,2045,2223,65,483,73,270,344,58,113,356,105,222,424
743794	666,73,1885
743795	2086,292,63,76,73
743796	978,233,409,204,266,68,779,1493,15,2344,73,46,1244,1976,76,41,485,1876
743797	484,2044,1970,1483,2041,270,41,953,73
743798	383,226,529,470,307,134,108,111,130,270,73,144,23,59,116,105
743799	73,216,25
743800	266,73,97,781
743801	833,269,97,732,240,3227,917,488,73,1200,152,1734,347,1528,19,1553
743802	7,73
743803	109,803,2851,947,392,73,486
743804	127,269,41,38,32,378,491,179,411,1537,133,84,1794,73,87,1066,337,1553,351,913,1271,834,421
743805	109,314,774,1208,79,73,148,0
743806	364,713,1403,389,1399,1549,1246,2444,298,166,1433,73,1175,401,1849,69,501,3822,3523,426,1074,2489,795,242,691
743807	153,338,571,1608,7,684,1121,1154,1296,879,48,73
743808	445,375,320,493,73,691,985,148,1729,2370
743809	73,3424
743810	372,73,58
743811	381,339,73,3047
743812	314,1136,73
743813	536,73,87
743814	1092,73,250
743815	73,287
743816	1080,360,529,626,445,3662,1018,2688,2055,12,1611,3103,175,74,1692,2666,11,760,381,106,73,384,514,20,1786,368,6,1266,1204,392,2360,222,1041,773,324,399,640,111,1200,3347,427,105,0
743817	2090,73,1811
743818	467,1615,1868,32,287,1530,378,451,219,812,339,4015,387,73,2316,294,871,67,86,257,1117,1054,1630,238,460,452,481,19,102,1409,493
743819	73,349,239,2710
743820	832,73,177
743821	49,73
743822	269,446,2260,461,678,1281,254,251,627,35,219,175,133,65,344,398,73,216,14,1066,67,3214,136,426,238,1065,1160,1274,726,16,19
743823	2976,73
