	127,797
2485391	934,497
2485392	84,497,441
2485393	497,377
2485394	413,3510,759,497,158,599
2485395	154,497
2485396	49,467,497,15,1377
2485397	32,497,588
2485398	497,856,16,255,53
2485399	947,497
2485400	154,497,246
2485401	538,592,216,95,497,154,369,584
2485402	112,497
2485403	265,497
2485404	818,78,497
2485405	497,491,272
2485406	60,497,53
2485407	103,497,1209
2485408	154,497
2485409	84,279,497
2485410	335,497
2485411	497,742
2485412	90,17,497
2485413	528,4,497
2485414	292,497
2485415	90,497,106
2485416	497,176
2485417	497,53
2485418	17,497
2485419	3622,497,53
2485420	154,497
2485421	497,176
2485422	497,14
2485423	91,30,497
2485424	154,497
2485425	165,497
2485426	90,497
2485427	90,497,856,154,511,128,379
2485428	223,497
2485429	292,497,570
2485430	482,497,241
2485431	497,1670
2485432	174,497,441
2485433	955,806,497,624,1277,505
2485434	568,539,497,467
2485435	497,140
2485436	154,497
2485437	497,5,589
2485438	307,158,497
2485439	497,53,1300
2485440	497,1057
2485441	31,324,1636,497,63,302
2485442	497,1040
2485443	497,222
2485444	497,192,88,282,318
2485445	154,497
2485446	497,276
2485447	417,497,377
2485448	2474,2215,497,25
2485449	377,497,963
2485450	797,497
2485451	1867,497
2485452	497,76
2485453	154,497
2485454	497,728
2485455	154,292,497,177
2485456	497,276,154,856
2485457	539,497,241
2485458	307,1226,497,241
2485459	95,497,195
2485460	497,241
2485461	497,160
2485462	154,497
2485463	497,246
2485464	176,810,4058,188,279,497,38,177,2379
2485465	1377,497,1032
2485466	497,160,154
2485467	279,497,441
2485468	497,106
2485469	273,497
2485470	497,53
2485471	497,828
2485472	497,51,1711
2485473	497,51
2485474	497,696
2485475	605,497
2485476	273,497
2485477	234,497,254
2485478	497,53
2485479	497,241
2485480	378,482,95,497,15,67,1964
2485481	14,497,17,254,51,176
2485482	497,53,311
2485483	1032,14,497,154,143
2485484	497,502,51,53
2485485	307,1046,497
2485486	2272,497,460,53
2485487	95,497
2485488	497,176
2485489	497,53
2485490	934,497,240
2485491	928,497
2485492	497,1209
2485493	676,497,103,1568
2485494	497,14
2485495	164,78,391,103,1134,497,53,273,48,118,1713
2485496	262,324,188,497,76,112,48
2485497	497,757,276
2485498	497,53
2485499	497,33,1032
2485500	688,497,575,176
2485501	56,497
2485502	497,1057
2485503	821,497,38
2485504	1243,497,154
2485505	2019,497
2485506	1217,497,2558
2485507	2235,497
2485508	154,497,1032
2485509	497,1812
2485510	305,497
2485511	910,497
2485512	109,106,497
2485513	884,497,1125
2485514	279,497,856
2485515	497,14
2485516	112,497,963,421
2485517	497,53
2485518	49,497
2485519	335,588,497
2485520	497,93
2485521	581,497
2485522	14,188,497,15,17,154,221
2485523	413,497,53
2485524	2586,497,740
2485525	230,497,325
2485526	688,497,575,176
2485527	103,497
2485528	497,2239
2485529	154,497
2485530	497,154,696,2631,505
2485531	194,17,497
2485532	497,1778
2485533	15,676,497,1797
2485534	497,76
2485535	154,497
2485536	308,497,154,53,377
2485537	154,497
2485538	497,1182
2485539	766,497,856,176
2485540	1022,497,19,246
2485541	15,497
2485542	451,497
2485543	577,497
2485544	497,19
2485545	307,497,14
2485546	497,377,14
2485547	1990,497,741
2485548	85,497
2485549	208,497
2485550	15,497
2485551	292,497
2485552	56,497,17,963,177
2485553	497,14
2485554	139,497,33
2485555	934,497,377,53
2485556	539,497
2485557	497,1032
2485558	690,497
2485559	2124,497,467
2485560	497,740
2485561	387,497
2485562	3423,497
2485563	363,577,497
2485564	497,1032,1057
2485565	497,377
2485566	154,497
2485567	497,14
2485568	568,497
2485569	15,497,160
2485570	497,1120,25
2485571	497,558
2485572	103,497,5
2485573	154,497
2485574	378,95,497,1447,17
2485575	273,497
2485576	154,497
2485577	497,53
2485578	148,497,254,117
2485579	15,497
2485580	497,176
2485581	955,497,575,688
2485582	497,507,1895,1045,5
2485583	292,497
2485584	497,325
2485585	972,497,416,106
2485586	497,25
2485587	803,2512,497,2891,628
2485588	497,478,856
2485589	14,497,871,192
2485590	307,387,497,53
2485591	367,497
2485592	497,281
2485593	3030,497,30,76,1054
2485594	497,176
2485595	934,497
2485596	302,208,497
2485597	154,497,377
2485598	497,1096
2485599	174,497,2631
2485600	497,979
2485601	85,497,216
2485602	934,497
2485603	458,1125,497,589
2485604	95,497
2485605	497,53
2485606	497,377
2485607	95,497,1991,718,502
2485608	2631,497,478,856
2485609	497,14
2485610	922,497
2485611	497,143
2485612	497,246,2423,195,192
2485613	2730,497
2485614	497,1247
2485615	103,605,497,506
2485616	90,2639,497
2485617	1222,1032,103,497,154,53
2485618	15,2257,497
2485619	154,497,377
2485620	688,497,176
2485621	497,377
2485622	643,188,497,417,436,763
2485623	154,497
2485624	413,497
2485625	154,497
2485626	174,497
2485627	497,377,296
2485628	497,2664
2485629	14,497,838
2485630	154,497,1032
2485631	497,326,145
2485632	568,497,377
2485633	154,497
2485634	1063,218,497
2485635	497,128
2485636	218,497,2523
2485637	497,377
2485638	821,588,497
2485639	497,252
2485640	560,497
2485641	497,14
2485642	1125,95,497,1286,588
2485643	158,101,497
2485644	497,377
2485645	497,377
2485646	497,579
2485647	132,103,497,1260,2139,609
2485648	15,223,497,14
2485649	179,497
2485650	934,497
2485651	341,413,497
2485652	497,611,405,136
2485653	1125,497
2485654	305,497,1318,154,118
2485655	497,217
2485656	497,748,763
2485657	1377,497,53
2485658	2086,497,377
2485659	497,281
2485660	154,1015,497
2485661	676,451,538,844,1797,3191,497,579,15,17,1373,43,272,511
2485662	174,497
2485663	109,497
2485664	628,497,87
2485665	235,497
2485666	497,377
2485667	497,143,39
2485668	934,497,478
2485669	497,51
2485670	497,3
2485671	934,497
2485672	154,497
2485673	497,128
2485674	154,497
2485675	510,1468,497
2485676	497,76
2485677	229,497,146,511
2485678	17,497
2485679	1797,90,497,579,53,377,93
2485680	642,497,520,596
2485681	497,377
2485682	3362,742,2,937,212,2176,497,439,1622,1545,48,140
2485683	497,25
2485684	497,856
2485685	818,538,497,257
2485686	154,497
2485687	497,377
2485688	497,377
2485689	538,497,46,272,379,2388
2485690	497,666,106,401
2485691	568,2437,1123,497
2485692	1789,497,276,241,3645
2485693	497,862
2485694	688,497,575,176
2485695	223,497
2485696	497,478
2485697	592,838,307,3455,821,497
2485698	497,464,15,195,628
2485699	538,68,497,1428,15,154,46,1655
2485700	588,497
2485701	497,106,69
2485702	63,497
2485703	15,497
2485704	497,491
2485705	440,497
2485706	154,934,497
2485707	497,51
2485708	922,1125,265,497
2485709	1125,497
2485710	497,176
2485711	497,145
2485712	223,497
2485713	688,497,575,176
2485714	341,497,241
2485715	154,497
2485716	868,497
2485717	2924,112,497
2485718	497,38
2485719	497,165,2458
2485720	560,497
2485721	497,76
2485722	497,53
2485723	497,222
2485724	109,1125,497,183,234,5
2485725	154,4382,497
2485726	497,1146
2485727	497,588,592
2485728	279,497,241
2485729	497,93,252,441
2485730	838,223,497,599,369,51
2485731	505,14,497,53,377
2485732	568,88,497
2485733	497,176
2485734	497,288
2485735	1943,955,497,14
2485736	90,497
2485737	684,497
2485738	223,273,497
2485739	413,497,174
2485740	451,497,14
2485741	154,497
2485742	218,497,257
2485743	154,497
2485744	497,241
2485745	497,5,154
2485746	17,497
2485747	221,497
2485748	154,497,377
2485749	1125,497
2485750	497,53
2485751	688,497,575,176
2485752	154,497
2485753	497,764
2485754	497,974
2485755	369,273,497
2485756	307,270,497
2485757	15,497
2485758	771,832,497,1377
2485759	497,177,862
2485760	16,497,1842
2485761	676,497
2485762	680,497,76
2485763	3785,497
2485764	308,497
2485765	101,497
2485766	2086,497
2485767	154,497
2485768	907,145,343,497
2485769	497,53,856
2485770	497,241
2485771	230,497
2485772	223,497
2485773	588,497
2485774	154,497
2485775	1251,497
2485776	628,497
2485777	6,497,222
2485778	497,349
2485779	538,497
2485780	497,589
2485781	497,349
2485782	497,53
2485783	154,497
2485784	2081,497,60
2485785	150,915,497
2485786	497,53
2485787	341,497,53
2485788	90,497,254
2485789	497,252,154
2485790	497,252
2485791	497,223,460,93
2485792	497,492
2485793	618,497
2485794	95,497
2485795	95,497,176
2485796	497,377
2485797	268,497,87
2485798	160,95,497,15,17
2485799	1125,497
2485800	497,177
2485801	3423,497
2485802	154,497
2485803	497,53
2485804	234,497
2485805	3622,497,177
2485806	285,622,497
2485807	1283,387,497,1060
2485808	154,497,1032
2485809	497,377,1141
2485810	218,51,599,497
2485811	497,195
2485812	218,51,497
2485813	1170,497
2485814	358,95,497,965
2485815	497,388
2485816	49,497,208,272,387
2485817	159,497,334
2485818	497,216
2485819	413,895,937,497,596,436,377,573,140
2485820	142,14,497,2729,358,1060,195,48
2485821	154,95,497,3287
2485822	955,497
2485823	88,497,838
2485824	497,3833
2485825	154,95,497,14
2485826	1635,497
2485827	1046,497
2485828	14,154,497,53
2485829	154,497,53
2485830	497,642
2485831	497,51,154,53
2485832	369,112,497,234
2485833	1117,497
2485834	154,497
2485835	144,497
2485836	154,497
2485837	441,2736,497,843,53,377
2485838	497,276,192,856
2485839	497,219
2485840	497,192
2485841	85,279,95,497,241,195,377
2485842	497,1059
2485843	451,497,38
2485844	154,497
2485845	497,377
2485846	308,502,497,60
2485847	497,856
2485848	497,241
2485849	49,223,497,81,43
2485850	591,497,44,53
2485851	716,497,25
2485852	3446,497,25
2485853	413,497
2485854	1789,1125,1059,497,1661
2485855	223,497,343
2485856	194,143,497,216
2485857	3844,223,497,146,377
2485858	144,497
2485859	497,1260
2485860	2739,497,38
2485861	676,308,497,154,462,53,1224,51,93,1057
2485862	497,281
2485863	497,51,377,53
2485864	154,497,53
2485865	1929,497
2485866	154,112,497,377
2485867	763,497,296
2485868	497,53
2485869	999,154,497,377
2485870	497,176
2485871	17,497
2485872	341,497
2485873	497,691
2485874	588,497
2485875	742,624,497,154,505
2485876	451,497,377
2485877	497,2730,103,379
2485878	628,497
2485879	60,497
2485880	223,460,497,158,53,828,86,88,377
2485881	497,14
2485882	497,979,359
2485883	497,160
2485884	497,377
2485885	326,497,377
2485886	228,497,748,910
2485887	17,497,60,396
2485888	1377,497
2485889	317,497,2024,981,1045
2485890	279,497,241
2485891	497,467
2485892	95,497,1286
2485893	497,1040
2485894	497,1032
2485895	497,281,53
2485896	17,497
2485897	154,497,1032
2485898	844,497,986,17,628,318
2485899	406,497,2179
2485900	919,497
2485901	154,497
2485902	497,511
2485903	2,497
2485904	15,497
2485905	174,497,25,341,93
2485906	497,53
2485907	915,497,93
2485908	90,497,377
2485909	109,401,338,497,388,1661
2485910	497,1658
2485911	497,281
2485912	307,497
2485913	497,241
2485914	497,460
2485915	934,497
2485916	662,302,497,53
2485917	279,497
2485918	497,25
2485919	17,497,154
2485920	497,93
2485921	598,497
2485922	85,844,628,497,181,38,8,341,1045
2485923	15,497
2485924	497,1032
2485925	497,491
2485926	497,845
2485927	619,497,401,828
2485928	497,143
2485929	216,14,497,241,856,53,72
2485930	497,343
2485931	497,377,1812
2485932	497,2844,240
2485933	688,497,575,176
2485934	790,497,258,14
2485935	338,497
2485936	1125,497
2485937	223,497
2485938	1397,955,497,25,192
2485939	510,497,856
2485940	568,497,106
2485941	223,497
2485942	619,497,254
2485943	972,497,2179,69
2485944	15,538,497,46
2485945	154,497
2485946	497,1032
2485947	279,95,497,46
2485948	497,1260
2485949	388,1454,497,1040
2485950	497,979
2485951	401,497,145,1141,106
2485952	497,3972
2485953	497,511
2485954	154,497
2485955	160,14,497,779,192
2485956	294,497,334,154,53
2485957	88,955,497
2485958	538,497
2485959	497,1766
2485960	154,497
2485961	497,2199
2485962	154,497,3287
2485963	292,497
2485964	1890,497
2485965	154,497
2485966	943,497,260
2485967	223,497
2485968	1397,1125,449,497,25,255,234,5,2844
2485969	676,497,176
2485970	497,642
2485971	497,51,53
2485972	688,497,575,176
2485973	363,497
2485974	223,497
2485975	1873,335,497,981,447,979,1123
2485976	2086,497
2485977	1125,1737,497,2569,588,176
2485978	556,955,497,4297
2485979	148,413,497
2485980	387,497
2485981	154,497
2485982	125,497,255
2485983	174,497
2485984	172,497
2485985	497,276
2485986	497,918
2485987	305,497
2485988	497,241
2485989	497,377
2485990	307,497,176
2485991	152,497
2485992	497,740
2485993	305,556,497
2485994	154,497
2485995	919,497
2485996	1032,752,87,497,154,51,377
2485997	497,2012
2485998	497,143
2485999	154,934,497
2486000	363,766,497,145,3425
2486001	568,497
2486002	234,497
2486003	95,497
2486004	497,2027
2486005	539,497,593,956
2486006	497,145,401
2486007	568,88,497
2486008	497,1025
2486009	497,241
2486010	497,53
2486011	622,497
2486012	14,497,93
2486013	154,497
2486014	30,497
2486015	497,1032
2486016	14,1217,497,128
2486017	1373,497
2486018	1032,497,67,359,599
2486019	588,497
2486020	497,145
2486021	497,93
2486022	497,965,154
2486023	497,176
2486024	588,497,1324
2486025	646,497,752
2486026	497,177
2486027	497,2664,440,1711,1977,93
2486028	928,497
2486029	497,25
2486030	15,497,14
2486031	174,51,334,497
2486032	497,441,236
2486033	497,51,154,343
2486034	497,66
2486035	1170,497
2486036	1125,14,132,497,979,588,106
2486037	497,14
2486038	676,497
2486039	628,1022,497
2486040	497,145
2486041	643,497
2486042	60,497,1032
2486043	158,497,439
2486044	497,5,377,14
2486045	3255,88,497,223
2486046	955,497,856,154,478,369,176
2486047	497,377
2486048	497,491
2486049	2183,279,497,596
2486050	497,377
2486051	497,5,69
2486052	497,43,51
2486053	497,51
2486054	1377,497
2486055	568,497
2486056	497,14
2486057	497,39
2486058	497,1032
2486059	838,1999,95,497,15,51
2486060	223,497
2486061	497,25
2486062	497,1032
2486063	497,3287,154,343,1257
2486064	154,497
2486065	14,2086,497,1940,377
2486066	379,497,272
2486067	497,856
2486068	2295,497
2486069	497,856
2486070	588,497
2486071	2615,1579,497,1199
2486072	154,497
2486073	497,177
2486074	1170,497
2486075	46,497
2486076	497,241
2486077	676,497
2486078	497,377,69
2486079	628,497
2486080	628,497
2486081	497,53
2486082	210,497
2486083	497,599
2486084	497,53
2486085	294,2111,568,497,539,956,88
2486086	154,497
2486087	497,828
2486088	78,172,497
2486089	497,1576,154,1032
2486090	497,39,2180
2486091	139,497,2523
2486092	1125,441,279,497,221
2486093	158,497
2486094	152,497
2486095	497,377,53
2486096	1789,292,497,388,979,106,589
2486097	154,1170,497
2486098	622,497
2486099	515,1460,655,497,25,183
2486100	497,281
2486101	1125,497
2486102	844,467,279,497,241,17,628,963
2486103	497,377
2486104	497,1125,145
2486105	497,1120
2486106	497,377
2486107	568,497,25,88,387
2486108	746,497,511,176
2486109	42,497
2486110	497,93
2486111	305,497
2486112	568,497,15,154,285,5
2486113	1045,497
2486114	154,497
2486115	262,803,497,856,38,478
2486116	497,53
2486117	31,497
2486118	218,497
2486119	17,497
2486120	109,401,145,2027,497,25,69,106
2486121	154,497
2486122	451,497
2486123	497,377
2486124	125,497
2486125	154,497
2486126	710,497
2486127	1132,497
2486128	308,497
2486129	588,497
2486130	444,292,497,154,746
2486131	497,53
2486132	611,497,580
2486133	497,511,236
2486134	154,497
2486135	497,200
2486136	497,1830
2486137	577,497
2486138	1454,497
2486139	497,276,241
2486140	223,497
2486141	497,103,154
2486142	497,222
2486143	497,1670
2486144	174,928,497,441
2486145	497,106,918
2486146	497,491
2486147	72,497,217
2486148	497,596
2486149	497,14
2486150	497,53
2486151	497,53
2486152	497,143,516
2486153	497,1057
2486154	497,145
2486155	154,497
2486156	103,497,76
2486157	497,14
2486158	497,160,53,168
2486159	154,497
2486160	103,497
2486161	497,856
2486162	497,1210,177
2486163	497,401
2486164	154,497,377
2486165	497,343
2486166	195,497,570,53
2486167	628,223,497,1125
2486168	154,497
2486169	103,497,160
2486170	307,1151,497,67,106
2486171	623,139,497
2486172	497,460,452
2486173	1125,497,204
2486174	154,379,497
2486175	3295,2997,497
2486176	605,497
2486177	497,856
2486178	49,497
2486179	15,497
2486180	154,497
2486181	801,497
2486182	497,728
2486183	49,497
2486184	382,497
2486185	497,377
2486186	497,2268
2486187	42,497,492
2486188	497,311,25
2486189	234,497
2486190	497,14
2486191	235,497,168
2486192	154,497
2486193	497,83
2486194	154,497
2486195	109,106,497,1025
2486196	497,2544,3106
2486197	223,497
2486198	154,497
2486199	1397,955,497,377
2486200	497,856
2486201	497,318
2486202	317,497
2486203	497,51
2486204	273,497
2486205	497,93
2486206	620,538,497
2486207	588,497
2486208	497,252,154
2486209	154,497,53
2486210	413,497
2486211	928,497,575,688,69
2486212	497,334
2486213	2086,510,497
2486214	497,143,53
2486215	1125,497,265,696,69,5
2486216	154,497
2486217	497,856
2486218	497,53
2486219	497,377
2486220	174,416,497
2486221	154,497
2486222	154,1170,497
2486223	188,497,241,146,2096
2486224	154,497,1032
2486225	72,497
2486226	605,14,1059,497,48
2486227	497,742
2486228	1046,497,2616
2486229	588,497,359
2486230	497,69
2486231	497,2180
2486232	308,497,25,154,628,42,377
2486233	14,497,377,53
2486234	154,497
2486235	54,2225,497
2486236	2235,497
2486237	154,497,296
2486238	497,1949
2486239	497,2500
2486240	378,876,491,204,568,497,539,956,938,88,387
2486241	221,497
2486242	474,212,497
2486243	497,276,241
2486244	497,377
2486245	497,862
2486246	497,467
2486247	1375,2863,497,819
2486248	497,809
2486249	154,497
2486250	91,30,497
2486251	497,51
2486252	2891,103,497
2486253	273,497
2486254	223,497
2486255	588,497
2486256	42,832,497
2486257	579,497,53
2486258	154,497
2486259	497,1658
2486260	95,497,377,25
2486261	95,497
2486262	2279,497
2486263	497,69
2486264	497,25
2486265	497,377,39
2486266	154,292,497
2486267	922,497
2486268	154,497
2486269	223,497
2486270	716,497
2486271	497,388,478,856
2486272	721,497
2486273	326,497,241
2486274	377,95,497,38
2486275	1125,497
2486276	95,497
2486277	1226,497,53
2486278	497,478
2486279	497,1096
2486280	2062,934,497,53
2486281	497,1199
2486282	497,740
2486283	15,920,497,1059
2486284	479,497
2486285	154,497
2486286	497,1032
2486287	3071,497
2486288	15,497
2486289	497,53
2486290	497,3252
2486291	497,144,106
2486292	413,497
2486293	497,281
2486294	497,611
2486295	165,497
2486296	646,497
2486297	154,497
2486298	103,2216,497
2486299	154,497
2486300	497,742
2486301	174,497
2486302	223,95,497
2486303	497,478,176
2486304	497,325
2486305	154,279,497,176
2486306	132,497,210,1260,69
2486307	497,752
2486308	60,497
2486309	154,497,3425,93
2486310	497,69
2486311	317,920,497,377
2486312	497,160,53
2486313	1383,497
2486314	497,296
2486315	2829,95,279,81,497,152,221
2486316	497,14
2486317	497,24
2486318	413,451,497
2486319	605,101,497,144,69
2486320	497,246
